name,company,year,Price,kms_driven,fuel_type
Verna,Hyundai,2020,1609300,38208,Diesel
WagonR,Maruti Suzuki,2022,706955,66674,Petrol
Kwid,Renault,2022,926376,52598,Petrol
Baleno,Maruti Suzuki,2022,1033560,65692,Diesel
Baleno,Maruti Suzuki,2020,1561824,67457,Diesel
Aura,Hyundai,2020,819018,147425,CNG
S-Presso,Maruti Suzuki,2021,1909215,71051,Petrol
WR-V,Honda,2022,1316700,18451,Electric
Urban Cruiser,Toyota,2021,1501500,32049,Petrol
Ignis,Maruti Suzuki,2020,381150,118929,Diesel
Altroz,Tata,2023,593637,131670,Petrol
Tiago,Tata,2023,206910,121814,CNG
S-Presso,Maruti Suzuki,2020,1504800,158201,Diesel
Aura,Hyundai,2023,1280083,97112,Petrol
Thar,Mahindra,2023,907522,84235,Petrol
Ertiga,Maruti Suzuki,2021,1244100,74494,Petrol
Ignis,Maruti Suzuki,2023,862577,42473,Diesel
Kiger,Renault,2022,866250,155342,Diesel
Carens,Kia,2023,1210000,36339,Petrol
Fortuner,Toyota,2023,321646,132032,Diesel
S-Presso,Maruti Suzuki,2020,445500,150018,Petrol
Ignis,Maruti Suzuki,2022,412500,145531,Petrol
Harrier,Tata,2022,1206975,35863,CNG
Ignis,Maruti Suzuki,2023,1161600,156117,Petrol
Ertiga,Maruti Suzuki,2022,1250607,67051,Petrol
Astor,MG,2021,694260,82538,Petrol
Ignis,Maruti Suzuki,2020,277912,88315,Petrol
Grand i10,Hyundai,2020,505296,62997,Petrol
S-Presso,Maruti Suzuki,2021,2000130,88648,Diesel
WR-V,Honda,2020,1008065,87053,CNG
Grand i10,Hyundai,2022,1650000,24010,Petrol
Urban Cruiser,Toyota,2022,1431911,96445,Petrol
Ertiga,Maruti Suzuki,2020,1151172,106680,Diesel
WagonR,Maruti Suzuki,2023,363813,59162,Diesel
Ignis,Maruti Suzuki,2022,1271983,54477,CNG
Ignis,Maruti Suzuki,2021,1650000,115612,Petrol
Aura,Hyundai,2023,940500,133698,Petrol
Duster,Renault,2022,866250,158342,Petrol
S-Presso,Maruti Suzuki,2020,779625,157020,Diesel
Tigor,Tata,2020,655215,132005,Petrol
Tiago,Tata,2023,1100000,16370,Petrol
Urban Cruiser,Toyota,2021,1105335,74199,Petrol
Creta,Hyundai,2020,523687,165944,Petrol
Swift,Maruti Suzuki,2020,620730,168380,Petrol
F-Pace,Jaguar,2023,268550,146394,Diesel
Swift,Maruti Suzuki,2023,460829,95057,Petrol
Carens,Kia,2023,1363725,67668,CNG
Vento,Volkswagen,2022,1018875,111204,Diesel
Celerio,Maruti Suzuki,2020,992750,29887,CNG
S-Presso,Maruti Suzuki,2021,914760,118226,Petrol
Aura,Hyundai,2020,391875,156631,Petrol
Venue,Hyundai,2021,884268,87279,Diesel
Grand i10,Hyundai,2022,1010592,54641,Petrol
Ignis,Maruti Suzuki,2022,434511,121054,CNG
Ignis,Maruti Suzuki,2023,1860408,89924,Petrol
Aura,Hyundai,2021,620730,115705,Diesel
Urban Cruiser,Toyota,2021,795841,97001,Petrol
Creta,Hyundai,2021,781042,78319,Petrol
S-Presso,Maruti Suzuki,2020,1115136,173841,Petrol
WR-V,Honda,2020,987525,151597,Petrol
Ignis,Maruti Suzuki,2021,724185,114448,Diesel
Venue,Hyundai,2023,1039500,35063,Petrol
S-Presso,Maruti Suzuki,2023,926376,67028,Petrol
Tigor,Tata,2021,353667,120498,CNG
Ignis,Maruti Suzuki,2023,783750,159129,Petrol
Dzire,Maruti Suzuki,2021,1645875,178690,Petrol
Venue,Hyundai,2023,448875,163999,Diesel
Taigun,Volkswagen,2023,1194905,123770,CNG
S-Presso,Maruti Suzuki,2020,363813,97666,Diesel
Swift,Maruti Suzuki,2022,698227,56468,Petrol
S-Presso,Maruti Suzuki,2020,1295910,150087,Petrol
Venue,Hyundai,2021,607477,82731,Petrol
Verna,Hyundai,2021,1389850,17156,Petrol
Celerio,Maruti Suzuki,2020,1147109,150125,CNG
Baleno,Maruti Suzuki,2020,1128600,10086,Diesel
Harrier,Tata,2020,1119195,179658,Diesel
Aura,Hyundai,2023,313500,11337,Diesel
Dzire,Maruti Suzuki,2021,837985,168454,Petrol
WR-V,Honda,2022,924000,18813,Diesel
Ignis,Maruti Suzuki,2021,577500,169352,Petrol
Glanza,Toyota,2022,1052700,94234,Diesel
Amaze,Honda,2022,1140554,52025,Petrol
Celerio,Maruti Suzuki,2020,1271812,139685,Petrol
Altroz,Tata,2022,303468,177342,CNG
WR-V,Honda,2021,238548,115980,Diesel
Tiago,Tata,2021,1163712,64923,Diesel
City,Honda,2021,193449,142155,Petrol
Innova,Toyota,2020,616275,104595,Petrol
Kushaq,Skoda,2022,1221897,86115,Diesel
Nexon,Tata,2020,822937,146250,Diesel
Venue,Hyundai,2023,572764,78187,CNG
Venue,Hyundai,2022,1004850,70683,Petrol
Sonet,Kia,2021,1436493,67678,CNG
Innova,Toyota,2023,1091439,59478,Petrol
Glanza,Toyota,2020,727320,87925,Petrol
S-Presso,Maruti Suzuki,2020,526680,105549,Electric
Celerio,Maruti Suzuki,2023,1079715,17080,Diesel
Alto,Maruti Suzuki,2023,2090880,36006,Petrol
Baleno,Maruti Suzuki,2021,926376,75885,Petrol
Astor,MG,2021,1580040,47411,Diesel
Altroz,Tata,2022,495900,94308,Petrol
Sunny,Nissan,2020,1097250,168248,Petrol
City,Honda,2023,1149500,24816,Diesel
City,Honda,2020,1099245,72701,Diesel
Creta,Hyundai,2021,482790,31406,CNG
Aura,Hyundai,2020,1489125,135098,Petrol
S-Presso,Maruti Suzuki,2020,1455252,77632,Diesel
Ignis,Maruti Suzuki,2022,1520098,96401,Diesel
Venue,Hyundai,2021,1727880,45919,Petrol
Grand i10,Hyundai,2023,570000,18153,Diesel
Ignis,Maruti Suzuki,2020,1260300,69148,CNG
Seltos,Kia,2020,228690,171772,Petrol
S-Presso,Maruti Suzuki,2020,757944,84800,Petrol
EcoSport,Ford,2020,1097250,17951,Petrol
S-Presso,Maruti Suzuki,2020,278784,146845,Petrol
Harrier,Tata,2022,1496250,168601,Petrol
Swift,Maruti Suzuki,2020,843752,102767,Petrol
S-Presso,Maruti Suzuki,2021,1279080,130330,CNG
Swift,Maruti Suzuki,2020,1383814,166590,Petrol
Carens,Kia,2022,1089000,175942,Petrol
Dzire,Maruti Suzuki,2020,974700,21821,Diesel
S-Presso,Maruti Suzuki,2020,2352240,37300,Petrol
Alto,Maruti Suzuki,2022,801900,156408,Petrol
Ignis,Maruti Suzuki,2021,240015,57226,CNG
S-Presso,Maruti Suzuki,2020,508200,110473,Diesel
Altroz,Tata,2022,1173250,14419,CNG
Fortuner,Toyota,2021,1234926,101281,Diesel
Dzire,Maruti Suzuki,2022,658350,21272,Petrol
Aura,Hyundai,2021,727320,84389,Petrol
Verna,Hyundai,2020,627000,19560,Diesel
Thar,Mahindra,2021,1472625,123229,Diesel
Seltos,Kia,2022,1732500,33569,Petrol
Glanza,Toyota,2022,380000,27667,Petrol
Creta,Hyundai,2022,1501500,32224,Petrol
Swift,Maruti Suzuki,2023,603487,19304,Petrol
Duster,Renault,2023,1066078,165674,CNG
Baleno,Maruti Suzuki,2020,703395,50685,Petrol
S-Presso,Maruti Suzuki,2021,1684320,63901,Petrol
TUV300,Mahindra,2020,462000,41163,Diesel
WR-V,Honda,2021,1004850,56182,Diesel
Harrier,Tata,2021,256305,138209,Petrol
i20,Hyundai,2022,742500,127242,Diesel
Fortuner,Toyota,2021,1398993,159917,Petrol
TUV300,Mahindra,2020,465160,75209,Petrol
Ignis,Maruti Suzuki,2022,1909215,92764,Petrol
Jazz,Honda,2020,551760,44686,Diesel
XUV500,Mahindra,2021,866250,144421,Petrol
Ertiga,Maruti Suzuki,2022,1745568,87300,Petrol
Ertiga,Maruti Suzuki,2023,1760000,24483,Petrol
Venue,Hyundai,2022,2009700,60937,Diesel
Nexon,Tata,2022,519750,170919,Diesel
Urban Cruiser,Toyota,2021,955009,79266,Petrol
Grand i10,Hyundai,2020,1072500,158618,Petrol
Verna,Hyundai,2021,545490,75101,Diesel
WagonR,Maruti Suzuki,2023,435600,129487,Diesel
Glanza,Toyota,2023,421080,75402,Petrol
Ertiga,Maruti Suzuki,2021,1435500,56533,Petrol
Baleno,Maruti Suzuki,2022,392752,93381,CNG
Swift,Maruti Suzuki,2023,1072170,144724,CNG
WagonR,Maruti Suzuki,2022,669900,90932,Diesel
Tiago,Tata,2022,745360,46314,Petrol
Aura,Hyundai,2022,758670,103174,Diesel
Amaze,Honda,2023,953499,144139,Petrol
Nexon,Tata,2022,1143450,157497,Petrol
Ertiga,Maruti Suzuki,2021,1567500,100708,Petrol
Urban Cruiser,Toyota,2021,346500,142401,Diesel
Kushaq,Skoda,2022,693000,35785,Diesel
Alto,Maruti Suzuki,2022,1914000,63764,Petrol
Ignis,Maruti Suzuki,2021,1496250,135474,Diesel
Altroz,Tata,2021,1065900,116671,Petrol
Venue,Hyundai,2020,552667,68501,Petrol
Astor,MG,2023,1732500,38410,Diesel
Magnite,Nissan,2022,1137150,171516,CNG
i20,Hyundai,2022,1361250,114038,Diesel
WagonR,Maruti Suzuki,2021,2090000,14402,Diesel
Tiago,Tata,2022,1355200,49510,Petrol
Altroz,Tata,2022,862125,174565,CNG
Aura,Hyundai,2020,551760,126009,Petrol
Terrano,Nissan,2020,259206,167324,Petrol
Jazz,Honda,2020,1527842,111064,CNG
Bolero,Mahindra,2022,1591682,84465,Petrol
Ertiga,Maruti Suzuki,2023,1267200,48073,Diesel
S-Presso,Maruti Suzuki,2021,918988,173977,Petrol
Baleno,Maruti Suzuki,2021,627264,44001,Petrol
WR-V,Honda,2022,521743,74861,Petrol
WagonR,Maruti Suzuki,2022,1410750,162219,CNG
Discovery Sport,Range Rover,2022,635250,165767,Petrol
ZS EV,MG,2021,403480,24818,Petrol
Tigor,Tata,2021,227601,105369,Diesel
Venue,Hyundai,2022,1303533,151162,CNG
S-Presso,Maruti Suzuki,2021,217800,106046,Diesel
Carens,Kia,2022,1045000,39933,CNG
Jazz,Honda,2022,522500,30777,Petrol
S-Presso,Maruti Suzuki,2022,217800,142967,Diesel
XUV500,Mahindra,2021,502425,74413,Diesel
S-Presso,Maruti Suzuki,2020,1176120,143202,Diesel
WR-V,Honda,2021,955009,86787,Diesel
S-Presso,Maruti Suzuki,2023,1205820,81282,Petrol
Hector,MG,2023,681317,13629,Petrol
Endeavour,Ford,2021,840054,69876,Petrol
Carens,Kia,2023,315436,117693,Petrol
Duster,Renault,2021,1524600,43565,Diesel
WR-V,Honda,2020,1143450,158203,Petrol
Kiger,Renault,2023,1306305,68569,Petrol
Swift,Maruti Suzuki,2022,411468,140116,Petrol
TUV300,Mahindra,2020,838530,142215,Petrol
S-Presso,Maruti Suzuki,2023,1326402,74286,Petrol
S-Presso,Maruti Suzuki,2023,668800,43731,Petrol
Nexon,Tata,2023,768075,38820,Diesel
Celerio,Maruti Suzuki,2023,440000,19666,Diesel
Innova,Toyota,2020,960062,53582,CNG
Aura,Hyundai,2023,1206975,112130,Petrol
S-Presso,Maruti Suzuki,2022,1320000,32195,Diesel
Ignis,Maruti Suzuki,2021,1724250,104349,Electric
WR-V,Honda,2022,1653581,66839,Diesel
Amaze,Honda,2021,1256280,85994,Petrol
Glanza,Toyota,2022,1016400,149065,Diesel
Altroz,Tata,2022,770000,29944,Diesel
Dzire,Maruti Suzuki,2020,867082,40898,Petrol
Ignis,Maruti Suzuki,2022,943800,125824,Petrol
Grand i10,Hyundai,2021,635250,106042,Electric
Ignis,Maruti Suzuki,2020,272745,88072,CNG
Altroz,Tata,2020,2299000,48019,Petrol
Celerio,Maruti Suzuki,2020,1296750,19862,Diesel
Taigun,Volkswagen,2022,1715175,164053,Petrol
Tiago,Tata,2022,842160,99068,Diesel
Taigun,Volkswagen,2022,259875,117470,Petrol
Magnite,Nissan,2020,606375,162894,Diesel
Baleno,Maruti Suzuki,2022,762300,20493,Diesel
Celerio,Maruti Suzuki,2022,943800,144048,Diesel
Jazz,Honda,2022,1354320,166594,Diesel
Altroz,Tata,2023,1485000,126934,Petrol
Baleno,Maruti Suzuki,2021,1722600,59730,Diesel
Aspire,Ford,2021,720046,87379,Diesel
Scorpio,Mahindra,2023,1388520,73026,Petrol
S-Presso,Maruti Suzuki,2023,1277760,148865,Electric
Alto,Maruti Suzuki,2023,1430000,34462,Petrol
Baleno,Maruti Suzuki,2021,1760000,31250,Petrol
Baleno,Maruti Suzuki,2021,880000,31226,Petrol
Creta,Hyundai,2023,1732500,37141,Petrol
Harrier,Tata,2020,2310000,47257,Diesel
Baleno,Maruti Suzuki,2020,1536099,80832,Diesel
Grand i10,Hyundai,2021,1485000,102632,Petrol
Ignis,Maruti Suzuki,2021,259875,128719,Diesel
S-Presso,Maruti Suzuki,2021,871200,134666,Petrol
Tigor,Tata,2022,1020727,51870,Petrol
Nexon,Tata,2021,1398993,134056,Petrol
Kiger,Renault,2021,1295910,122977,Petrol
TUV300,Mahindra,2020,924000,29955,Petrol
S-Presso,Maruti Suzuki,2023,878169,107273,Hybrid
Ignis,Maruti Suzuki,2023,1870000,38684,Diesel
Grand i10,Hyundai,2021,1402500,164978,Petrol
Fortuner,Toyota,2020,1619887,114588,Diesel
Verna,Hyundai,2023,1120072,68238,Diesel
Alto,Maruti Suzuki,2020,1161600,14087,Petrol
Taigun,Volkswagen,2021,686070,125465,Petrol
Ertiga,Maruti Suzuki,2020,836000,33971,Petrol
Celerio,Maruti Suzuki,2022,1348848,72606,Petrol
Duster,Renault,2020,781790,155065,CNG
EcoSport,Ford,2021,548625,46188,Petrol
Carens,Kia,2022,1210000,17541,Petrol
Altroz,Tata,2021,217800,169080,Petrol
WR-V,Honda,2021,519750,167329,Diesel
Figo,Ford,2021,812250,46505,Petrol
Duster,Renault,2020,521150,125257,Petrol
Aura,Hyundai,2022,1727385,59755,Diesel
Sonet,Kia,2022,1299375,135915,Petrol
Altroz,Tata,2021,842160,62461,Petrol
Dzire,Maruti Suzuki,2020,336021,91914,Diesel
Aura,Hyundai,2020,1638037,132508,Diesel
EcoSport,Ford,2020,265280,73307,Petrol
Astor,MG,2021,694260,99484,Petrol
Ignis,Maruti Suzuki,2023,532719,31652,Petrol
Tigor,Tata,2023,545490,74259,Petrol
Fortuner,Toyota,2020,502425,89606,Petrol
Ertiga,Maruti Suzuki,2020,1089000,141208,Petrol
Celerio,Maruti Suzuki,2021,1829520,32246,Petrol
Baleno,Maruti Suzuki,2022,662112,112985,Petrol
S-Presso,Maruti Suzuki,2023,1244100,51705,Diesel
Celerio,Maruti Suzuki,2023,594000,43297,Petrol
Amaze,Honda,2020,1410750,135251,Petrol
Dzire,Maruti Suzuki,2021,1015740,134541,Petrol
Amaze,Honda,2023,1310430,103096,Diesel
ZS EV,MG,2021,1494350,12214,CNG
ZS EV,MG,2023,1197900,114404,Diesel
Urban Cruiser,Toyota,2020,1221897,60473,Petrol
Ertiga,Maruti Suzuki,2022,267786,92628,Diesel
S-Presso,Maruti Suzuki,2022,1019304,122082,Diesel
Amaze,Honda,2020,1000065,70936,Petrol
S-Presso,Maruti Suzuki,2020,939639,29098,CNG
Ertiga,Maruti Suzuki,2022,1405050,61119,Petrol
Nexon,Tata,2023,1496776,168295,Hybrid
Urban Cruiser,Toyota,2020,1406790,81326,Petrol
Alto,Maruti Suzuki,2023,1456646,135996,Petrol
Ertiga,Maruti Suzuki,2021,990000,22600,Petrol
Dzire,Maruti Suzuki,2023,752400,131534,Diesel
S-Presso,Maruti Suzuki,2023,1052700,67509,Petrol
S-Presso,Maruti Suzuki,2021,907500,131286,Diesel
Creta,Hyundai,2022,452363,49194,Diesel
Ignis,Maruti Suzuki,2023,267300,104299,Petrol
S-Presso,Maruti Suzuki,2023,487872,155547,Petrol
Baleno,Maruti Suzuki,2021,1837440,50370,Petrol
XE,Jaguar,2022,1034550,160257,Diesel
Velar,Range Rover,2021,638880,146958,Petrol
Taigun,Volkswagen,2021,954607,66520,CNG
Urban Cruiser,Toyota,2021,1607760,65705,Petrol
Urban Cruiser,Toyota,2020,866250,138030,Petrol
Aura,Hyundai,2022,880057,90256,Petrol
TUV300,Mahindra,2020,1503255,91220,Petrol
Ignis,Maruti Suzuki,2022,544500,102088,Petrol
Ignis,Maruti Suzuki,2023,1010592,56047,Petrol
S-Presso,Maruti Suzuki,2023,247500,113292,Petrol
WR-V,Honda,2021,606375,140457,Diesel
Glanza,Toyota,2022,1805000,46266,Diesel
Creta,Hyundai,2021,1197000,133126,Petrol
Aura,Hyundai,2023,413820,150136,Petrol
i20,Hyundai,2022,1531200,51352,Diesel
Urban Cruiser,Toyota,2022,523687,133416,Petrol
Celerio,Maruti Suzuki,2022,602910,81136,Diesel
Celerio,Maruti Suzuki,2021,1636470,67995,CNG
S-Presso,Maruti Suzuki,2023,1722600,51528,Petrol
Swift,Maruti Suzuki,2021,214434,131868,Petrol
Polo,Volkswagen,2020,1573000,28554,Petrol
Baleno,Maruti Suzuki,2022,818235,53373,CNG
Urban Cruiser,Toyota,2020,972562,127412,Petrol
Glanza,Toyota,2020,1244100,77741,Diesel
Magnite,Nissan,2022,1559250,177175,Petrol
S-Presso,Maruti Suzuki,2021,2413950,49431,CNG
Magnite,Nissan,2022,1374634,60814,Diesel
Ignis,Maruti Suzuki,2022,1083456,133943,Petrol
Aura,Hyundai,2022,303468,174453,Diesel
XUV500,Mahindra,2021,952875,162770,Diesel
Scorpio,Mahindra,2023,904365,96815,Diesel
Ertiga,Maruti Suzuki,2021,1042826,135556,Petrol
Venue,Hyundai,2023,346500,157139,Diesel
S-Presso,Maruti Suzuki,2020,2178000,32522,Petrol
WR-V,Honda,2022,889350,37387,Petrol
Dzire,Maruti Suzuki,2023,872784,75213,Petrol
Dzire,Maruti Suzuki,2021,1398993,167699,Petrol
Endeavour,Ford,2021,762300,140761,Petrol
Jazz,Honda,2022,313500,100405,Petrol
Dzire,Maruti Suzuki,2023,844854,52451,Petrol
XE,Jaguar,2020,1465612,135435,Petrol
S-Presso,Maruti Suzuki,2022,1520000,19161,Diesel
i20,Hyundai,2020,217800,100601,Petrol
Taigun,Volkswagen,2022,1732500,173770,Petrol
Verna,Hyundai,2020,827640,111483,Diesel
Baleno,Maruti Suzuki,2021,1067220,143556,Diesel
Creta,Hyundai,2023,1152112,142234,CNG
Ignis,Maruti Suzuki,2021,495000,178297,Petrol
WR-V,Honda,2022,1909215,89199,CNG
Alto,Maruti Suzuki,2020,1653696,70087,Diesel
S-Presso,Maruti Suzuki,2022,1339800,76477,Diesel
Dzire,Maruti Suzuki,2021,1441473,147157,Electric
Velar,Range Rover,2020,1000065,95230,Petrol
Aura,Hyundai,2023,792051,68029,Petrol
Baleno,Maruti Suzuki,2021,1496250,131889,Petrol
Creta,Hyundai,2020,667012,102557,Petrol
Amaze,Honda,2022,682803,127478,Electric
Hector,MG,2021,547253,154923,CNG
Polo,Volkswagen,2022,880000,43010,Diesel
Celerio,Maruti Suzuki,2020,1567500,151463,CNG
Baleno,Maruti Suzuki,2021,367488,86021,Diesel
Alto,Maruti Suzuki,2021,1805760,39424,Petrol
Ertiga,Maruti Suzuki,2020,818579,62793,Diesel
S-Presso,Maruti Suzuki,2022,1126125,120100,Diesel
Kiger,Renault,2023,1695750,34704,Diesel
Ertiga,Maruti Suzuki,2021,478500,65818,Petrol
Swift,Maruti Suzuki,2022,300019,54885,Petrol
Ignis,Maruti Suzuki,2022,1254000,26737,CNG
Grand i10,Hyundai,2022,1353750,105798,Petrol
Venue,Hyundai,2022,1406790,60614,Petrol
Ignis,Maruti Suzuki,2023,285000,31483,Petrol
Venue,Hyundai,2023,866250,127620,Diesel
Harrier,Tata,2022,1963500,13575,Petrol
S-Presso,Maruti Suzuki,2022,2031480,11119,CNG
Fortuner,Toyota,2021,380131,174943,Electric
Creta,Hyundai,2020,1428092,86713,CNG
WR-V,Honda,2022,329313,140533,Petrol
Dzire,Maruti Suzuki,2020,705375,118814,Petrol
ZS EV,MG,2022,448365,86037,Electric
Carens,Kia,2023,1172490,160424,CNG
Altroz,Tata,2020,1072500,166308,Petrol
Ertiga,Maruti Suzuki,2023,655955,128589,Petrol
Dzire,Maruti Suzuki,2021,292410,30212,Petrol
Fortuner,Toyota,2020,1145529,75320,CNG
Ertiga,Maruti Suzuki,2021,1057762,60166,Petrol
Baleno,Maruti Suzuki,2023,846450,151217,CNG
Sonet,Kia,2020,790020,153983,Petrol
Scorpio,Mahindra,2022,256055,52174,CNG
S-Presso,Maruti Suzuki,2022,545719,80891,Diesel
S-Presso,Maruti Suzuki,2020,1900800,28188,Petrol
Urban Cruiser,Toyota,2022,1531994,63669,Hybrid
Ignis,Maruti Suzuki,2022,157925,170284,Petrol
Glanza,Toyota,2020,589512,87169,Diesel
Urban Cruiser,Toyota,2022,1204452,59070,Petrol
Sonet,Kia,2021,433125,110488,Diesel
Fortuner,Toyota,2021,1683990,159499,Petrol
Swift,Maruti Suzuki,2020,928209,153847,Petrol
Jazz,Honda,2020,1023435,123761,Petrol
Aura,Hyundai,2023,1454640,94194,Petrol
Ertiga,Maruti Suzuki,2023,1414828,60351,Petrol
Celerio,Maruti Suzuki,2022,1570350,97937,Petrol
Triber,Renault,2023,942210,91460,CNG
Aspire,Ford,2020,1045000,19662,Petrol
Amaze,Honda,2021,932787,63750,CNG
Dzire,Maruti Suzuki,2021,658350,141707,Petrol
Aura,Hyundai,2020,1195480,40433,Petrol
Baleno,Maruti Suzuki,2023,926376,83173,Diesel
Venue,Hyundai,2023,217650,68474,CNG
Tiago,Tata,2021,636405,77098,Petrol
XE,Jaguar,2021,418522,100788,Hybrid
Carens,Kia,2023,380000,23134,Petrol
Aura,Hyundai,2021,428687,16022,CNG
Ignis,Maruti Suzuki,2023,726000,42339,Diesel
WagonR,Maruti Suzuki,2023,1120072,54575,Petrol
Glanza,Toyota,2021,169731,52783,Petrol
Magnite,Nissan,2020,420027,53433,Diesel
Aura,Hyundai,2023,1520098,61680,Diesel
Carens,Kia,2023,1072500,171514,Diesel
Swift,Maruti Suzuki,2023,1911848,42678,Diesel
Scorpio,Mahindra,2021,1039500,137793,Petrol
WR-V,Honda,2021,1250865,142218,Diesel
Altroz,Tata,2022,848992,87676,Petrol
Aura,Hyundai,2023,1489125,143624,Diesel
Aspire,Ford,2021,1090980,51605,Diesel
Altroz,Tata,2020,1573000,20004,Petrol
Baleno,Maruti Suzuki,2020,1072500,154479,Petrol
Tiago,Tata,2023,1309176,80888,Petrol
Harrier,Tata,2020,877800,22193,CNG
Aura,Hyundai,2020,1714750,15235,Diesel
Nexon,Tata,2020,1708245,59654,Diesel
Creta,Hyundai,2022,1680109,93121,CNG
Kiger,Renault,2023,577500,17226,Petrol
Dzire,Maruti Suzuki,2020,1185030,132530,Diesel
Urban Cruiser,Toyota,2022,1695750,30691,Diesel
Ignis,Maruti Suzuki,2022,968000,14833,Petrol
Urban Cruiser,Toyota,2022,884268,73747,Petrol
Ignis,Maruti Suzuki,2023,1607760,60073,Petrol
Urban Cruiser,Toyota,2020,2100136,85299,Diesel
Altroz,Tata,2022,880000,18057,Petrol
Ignis,Maruti Suzuki,2021,906048,106972,Diesel
Glanza,Toyota,2020,1034550,44221,CNG
Baleno,Maruti Suzuki,2022,729600,17691,Petrol
Harrier,Tata,2022,1591682,93025,Petrol
WR-V,Honda,2020,1386000,101762,Petrol
Kiger,Renault,2022,905231,128961,CNG
Ignis,Maruti Suzuki,2022,460829,73850,CNG
Urban Cruiser,Toyota,2020,328256,94491,Diesel
Grand i10,Hyundai,2023,550000,28086,Diesel
S-Presso,Maruti Suzuki,2022,627000,38231,CNG
Celerio,Maruti Suzuki,2022,482790,157206,Diesel
Nexon,Tata,2022,849869,149311,Petrol
Celerio,Maruti Suzuki,2022,1247400,164689,Hybrid
Aura,Hyundai,2021,262086,151548,CNG
Swift,Maruti Suzuki,2023,636405,54097,Petrol
Duster,Renault,2023,965580,45053,Diesel
Ignis,Maruti Suzuki,2023,1384240,47283,Electric
Swift,Maruti Suzuki,2023,1332375,103612,Diesel
Ertiga,Maruti Suzuki,2023,412500,179178,Petrol
Baleno,Maruti Suzuki,2023,1089000,171703,Electric
Astor,MG,2022,866250,116920,Diesel
Venue,Hyundai,2021,1386000,139427,Petrol
Fortuner,Toyota,2021,2061952,70181,Electric
Baleno,Maruti Suzuki,2022,1839200,44231,Petrol
Sonet,Kia,2021,1559250,158373,Petrol
Grand i10,Hyundai,2023,1597200,101504,Electric
Tiago,Tata,2022,653400,173305,Petrol
Ignis,Maruti Suzuki,2020,1245883,77436,Diesel
Altroz,Tata,2022,1650000,149902,Petrol
Fortuner,Toyota,2022,1900668,44078,Petrol
Aura,Hyundai,2020,1363725,59752,Petrol
S-Presso,Maruti Suzuki,2020,459360,76639,Petrol
Ignis,Maruti Suzuki,2022,926250,169395,Petrol
City,Honda,2022,1360088,50550,Diesel
Celerio,Maruti Suzuki,2022,1047340,60280,Petrol
Swift,Maruti Suzuki,2021,960062,58658,Petrol
Glanza,Toyota,2023,1760000,34650,Diesel
S-Presso,Maruti Suzuki,2022,1197000,169230,Petrol
Scorpio,Mahindra,2023,1675800,24041,Hybrid
S-Presso,Maruti Suzuki,2022,1425000,104371,Diesel
Baleno,Maruti Suzuki,2022,693000,16384,Diesel
WR-V,Honda,2020,1575765,96822,Petrol
Aura,Hyundai,2023,1489125,158802,Petrol
Kiger,Renault,2023,1732500,130973,Diesel
Aura,Hyundai,2023,1254000,20894,Petrol
Venue,Hyundai,2021,571725,172330,Petrol
S-Presso,Maruti Suzuki,2022,1906080,12762,CNG
S-Presso,Maruti Suzuki,2021,1155000,29093,Petrol
Alto,Maruti Suzuki,2020,1270500,21811,Petrol
Kiger,Renault,2022,914760,171456,Petrol
Ertiga,Maruti Suzuki,2023,1540000,11299,Petrol
Urban Cruiser,Toyota,2021,1105335,83776,Petrol
Urban Cruiser,Toyota,2022,972562,104432,Petrol
Aura,Hyundai,2021,256213,131710,Petrol
S-Presso,Maruti Suzuki,2023,1097250,152333,CNG
Tigor,Tata,2023,1500097,98031,Diesel
Baleno,Maruti Suzuki,2022,530652,52766,CNG
S-Presso,Maruti Suzuki,2023,1157970,65672,Diesel
Nexon,Tata,2023,904365,50789,Diesel
Ignis,Maruti Suzuki,2021,1650000,39379,Petrol
Kiger,Renault,2021,1559250,155880,Petrol
S-Presso,Maruti Suzuki,2021,2090000,11452,Petrol
WagonR,Maruti Suzuki,2023,404002,77254,CNG
Ignis,Maruti Suzuki,2023,627264,168718,Diesel
Urban Cruiser,Toyota,2022,304920,130994,Diesel
Astor,MG,2023,1524600,144413,Diesel
Innova,Toyota,2023,1411344,152408,Petrol
Urban Cruiser,Toyota,2020,1599790,161867,Diesel
Baleno,Maruti Suzuki,2020,1063235,118214,CNG
Dzire,Maruti Suzuki,2021,1112716,48376,Petrol
Ertiga,Maruti Suzuki,2022,1348848,87383,Diesel
Alto,Maruti Suzuki,2023,628404,68412,Diesel
Alto,Maruti Suzuki,2021,990000,172057,Diesel
Alto,Maruti Suzuki,2021,197505,121544,Diesel
Kwid,Renault,2020,1376005,30012,Petrol
Ignis,Maruti Suzuki,2023,495000,163052,Petrol
Celerio,Maruti Suzuki,2022,1072500,152983,Petrol
Duster,Renault,2022,1143450,125659,Diesel
S-Presso,Maruti Suzuki,2022,1182392,62658,Petrol
Venue,Hyundai,2023,1559250,138663,Petrol
Duster,Renault,2022,703395,71242,Petrol
Tigor,Tata,2020,1410750,112537,Petrol
Jazz,Honda,2020,1097250,164168,Petrol
Thar,Mahindra,2022,1481287,133612,CNG
Celerio,Maruti Suzuki,2023,1000486,92948,Electric
Harrier,Tata,2020,1270500,35316,Diesel
Innova,Toyota,2020,665000,20370,Petrol
